File,Class,IOU Threshold,GT Dist,Pred Dist,Pred-gt,Absolute Relative Error,GT Box 1,GT Box 2,GT Box 3,GT Box 4,Pred Box 1,Pred Box 2,Pred Box 3,Pred Box 4
004758.png,Car,0.5,51,49.346,-1.654,0.032,561,173,596,199,563,172,596,198
004765.png,Car,0.5,55,56.872,1.872,0.034,548,172,573,192,546,165,573,188
003206.png,Car,0.5,14,12.277,-1.723,0.123,671,165,902,259,693,126,895,295
004369.png,Car,0.5,16,12.074,-3.926,0.245,202,171,419,258,272,173,421,253
005695.png,Car,0.5,10,8.980,-1.020,0.102,57,175,343,290,125,125,346,295
004326.png,Car,0.5,9,6.740,-2.260,0.251,0,183,284,310,16,180,211,341
004369.png,Car,0.5,11,11.531,0.531,0.048,878,183,1151,291,883,173,1042,284
004455.png,Car,0.5,13,21.744,8.744,0.673,0,168,61,254,5,173,65,278
000227.png,Car,0.5,17,25.363,8.363,0.492,783,179,909,248,789,174,868,245
007435.png,Car,0.5,11,10.659,-0.341,0.031,790,193,987,309,781,183,947,302
002318.png,Car,0.5,46,31.248,-14.752,0.321,653,169,714,194,660,164,709,202
007392.png,Car,0.5,15,11.163,-3.837,0.256,220,166,421,258,266,166,419,258
007066.png,Car,0.5,16,21.677,5.677,0.355,0,191,180,265,48,189,180,265
003355.png,Car,0.5,56,43.405,-12.595,0.225,587,173,617,195,585,173,615,198
000886.png,Car,0.5,64,58.040,-5.960,0.093,348,172,377,190,355,165,374,189
005871.png,Car,0.5,19,30.088,11.088,0.584,718,185,806,252,725,169,797,255
000348.png,Car,0.5,49,43.574,-5.426,0.111,551,182,578,204,554,178,575,205
004750.png,Car,0.5,21,33.970,12.970,0.618,189,177,278,231,202,169,277,229
005366.png,Car,0.5,50,52.442,2.442,0.049,530,183,554,204,536,183,563,206
005718.png,Car,0.5,9,8.918,-0.082,0.009,836,175,1075,306,847,185,1004,298
005917.png,Car,0.5,53,41.530,-11.470,0.216,454,178,491,202,457,176,480,206
002789.png,Car,0.5,33,33.768,0.768,0.023,869,175,913,210,863,160,907,206
005784.png,Car,0.5,66,54.143,-11.857,0.180,641,169,673,189,649,167,668,192
005523.png,Car,0.5,17,10.343,-6.657,0.392,702,178,791,241,716,177,826,253
007370.png,Car,0.5,29,29.917,0.917,0.032,432,176,480,215,448,170,481,212
001898.png,Car,0.5,40,37.934,-2.066,0.052,532,179,563,207,532,176,559,205
002272.png,Car,0.5,7,11.019,4.019,0.574,778,205,1104,374,801,191,994,358
001245.png,Car,0.5,34,45.984,11.984,0.352,230,193,303,224,235,172,299,224
001021.png,Car,0.5,18,15.088,-2.912,0.162,384,183,468,246,377,172,486,252
007005.png,Car,0.5,63,48.574,-14.426,0.229,452,174,485,193,454,167,477,194
000682.png,Car,0.5,48,46.663,-1.337,0.028,646,188,674,211,647,180,673,211
005265.png,Car,0.5,13,10.796,-2.204,0.170,774,182,1033,269,788,167,989,304
002567.png,Car,0.5,32,32.481,0.481,0.015,399,190,466,230,404,185,464,236
005716.png,Car,0.5,64,45.311,-18.689,0.292,565,175,594,193,564,170,593,197
003799.png,Car,0.5,21,30.449,9.449,0.450,429,148,514,213,429,164,497,218
006977.png,Car,0.5,47,49.944,2.944,0.063,540,186,571,209,540,177,564,206
002435.png,Car,0.5,18,25.766,7.766,0.431,671,180,760,246,691,172,759,246
006671.png,Car,0.5,53,39.706,-13.294,0.251,615,169,639,191,615,163,637,191
000378.png,Car,0.5,19,15.094,-3.906,0.206,619,168,788,234,634,163,768,241
002683.png,Car,0.5,57,41.179,-15.821,0.278,477,172,513,193,481,165,510,193
002832.png,Car,0.5,50,39.808,-10.192,0.204,461,174,503,198,466,170,494,199
002973.png,Car,0.5,60,51.531,-8.469,0.141,521,176,553,195,517,171,544,194
004945.png,Car,0.5,39,33.485,-5.515,0.141,225,182,296,210,249,178,297,210
006094.png,Car,0.5,14,19.406,5.406,0.386,159,189,372,265,199,183,349,278
007123.png,Car,0.5,10,10.671,0.671,0.067,844,176,1115,290,838,166,1011,290
000284.png,Car,0.5,7,7.629,0.629,0.090,0,194,170,358,12,181,185,346
002978.png,Car,0.5,52,39.717,-12.283,0.236,604,183,640,207,615,178,637,209
006520.png,Car,0.5,11,11.464,0.464,0.042,0,183,281,280,93,176,267,281
004767.png,Car,0.5,56,41.387,-14.613,0.261,352,177,396,197,349,172,386,197
001671.png,Car,0.5,60,54.636,-5.364,0.089,640,176,660,194,637,170,657,191
002318.png,Car,0.5,6,8.673,2.673,0.446,900,172,1228,374,889,170,1157,351
002418.png,Car,0.5,19,17.249,-1.751,0.092,336,189,453,255,341,178,469,287
002194.png,Car,0.5,18,16.151,-1.849,0.103,887,175,1083,250,902,164,1027,245
004587.png,Car,0.5,27,33.124,6.124,0.227,694,177,755,218,692,167,760,223
001254.png,Car,0.5,17,13.679,-3.321,0.195,683,177,780,246,701,171,770,250
003901.png,Car,0.5,17,17.593,0.593,0.035,277,176,472,246,310,174,446,247
004901.png,Car,0.5,10,18.703,8.703,0.870,0,117,153,285,10,147,139,255
000348.png,Car,0.5,39,38.429,-0.571,0.015,642,176,679,205,643,179,671,209
001770.png,Car,0.5,28,30.245,2.245,0.080,663,180,713,220,669,178,720,222
002652.png,Car,0.5,17,10.458,-6.542,0.385,151,188,289,251,157,186,312,268
002435.png,Car,0.5,52,38.626,-13.374,0.257,630,178,656,200,634,174,658,207
001969.png,Car,0.5,15,13.862,-1.138,0.076,75,169,314,259,114,170,264,261
000049.png,Car,0.5,9,6.005,-2.995,0.333,823,189,1083,327,833,169,1065,334
005796.png,Car,0.5,51,44.256,-6.744,0.132,366,174,405,198,369,172,392,200
007315.png,Car,0.5,14,11.960,-2.040,0.146,97,153,371,270,131,133,321,288
003558.png,Car,0.5,58,56.513,-1.487,0.026,548,171,570,189,551,166,570,190
003041.png,Car,0.5,37,37.677,0.677,0.018,560,180,595,211,566,181,595,211
002517.png,Car,0.5,31,32.914,1.914,0.062,637,183,736,222,663,176,722,222
000397.png,Car,0.5,33,30.516,-2.484,0.075,646,182,689,218,640,179,692,218
004870.png,Car,0.5,16,16.548,0.548,0.034,141,172,361,260,173,170,317,249
001505.png,Car,0.5,18,7.269,-10.731,0.596,679,178,872,245,692,181,850,273
006814.png,Car,0.5,13,12.931,-0.069,0.005,708,168,987,262,721,169,879,282
006751.png,Car,0.5,47,45.827,-1.173,0.025,552,185,578,209,555,182,578,208
002883.png,Car,0.5,19,9.310,-9.690,0.510,782,184,930,243,780,179,934,275
000221.png,Car,0.5,10,4.989,-5.011,0.501,776,185,955,301,819,187,962,295
006789.png,Car,0.5,14,13.385,-0.615,0.044,67,193,271,277,95,162,266,266
006172.png,Car,0.5,21,12.672,-8.328,0.397,665,177,826,233,695,177,841,247
004772.png,Car,0.5,6,10.802,4.802,0.800,790,184,1208,374,805,111,1212,375
001254.png,Car,0.5,45,40.279,-4.721,0.105,569,181,607,206,567,178,595,207
002373.png,Car,0.5,11,13.259,2.259,0.205,764,186,945,301,750,171,908,295
004326.png,Car,0.5,20,15.659,-4.341,0.217,670,182,752,239,665,169,753,241
002662.png,Car,0.5,18,12.524,-5.476,0.304,0,183,144,249,1,181,148,290
001138.png,Car,0.5,11,13.741,2.741,0.249,0,192,201,306,19,173,200,340
001905.png,Car,0.5,12,8.053,-3.947,0.329,949,177,1241,277,982,157,1197,304
002155.png,Car,0.5,17,12.768,-4.232,0.249,711,170,860,238,732,163,860,239
001855.png,Car,0.5,36,31.054,-4.946,0.137,495,179,539,210,483,170,543,216
005773.png,Car,0.5,66,49.545,-16.455,0.249,575,173,599,190,572,169,595,190
001140.png,Car,0.5,63,51.904,-11.096,0.176,638,175,659,194,632,172,656,197
007066.png,Car,0.5,13,9.905,-3.095,0.238,444,165,622,279,443,157,634,298
001136.png,Car,0.5,36,45.446,9.446,0.262,480,178,518,208,487,182,520,206
007392.png,Car,0.5,20,13.306,-6.694,0.335,298,174,461,237,348,164,473,242
004397.png,Car,0.5,9,17.596,8.596,0.955,0,204,165,330,13,191,159,297
005613.png,Car,0.5,1,3.592,2.592,2.592,1024,174,1241,374,975,149,1203,367
000370.png,Car,0.5,64,45.227,-18.773,0.293,424,165,456,184,424,162,447,189
001170.png,Car,0.5,18,24.453,6.453,0.359,68,216,186,292,58,206,171,279
005953.png,Car,0.5,19,17.482,-1.518,0.080,279,202,387,261,245,194,373,266
005953.png,Car,0.5,20,19.611,-0.389,0.019,191,203,329,266,185,201,315,268
006224.png,Car,0.5,32,31.816,-0.184,0.006,432,173,524,210,452,170,517,220
006430.png,Car,0.5,11,12.715,1.715,0.156,113,188,340,296,166,181,325,288
007350.png,Car,0.5,10,9.335,-0.665,0.066,804,193,1032,324,814,193,991,311
001786.png,Car,0.5,19,15.692,-3.308,0.174,118,193,267,257,116,186,249,269
000867.png,Car,0.5,0,8.696,8.696,8.696,0,200,171,374,0,200,99,375
000006.png,Car,0.5,19,23.330,4.330,0.228,49,185,227,246,81,167,208,242
006562.png,Car,0.5,37,31.849,-5.151,0.139,376,178,431,211,391,170,437,215
001116.png,Car,0.5,17,25.097,8.097,0.476,675,186,769,259,682,181,742,249
001872.png,Car,0.5,72,52.159,-19.841,0.276,556,172,575,188,556,169,576,191
007230.png,Car,0.5,66,56.980,-9.020,0.137,470,180,494,196,469,174,488,195
002471.png,Car,0.5,13,14.490,1.490,0.115,269,186,441,272,316,174,446,255
001618.png,Car,0.5,13,7.388,-5.612,0.432,759,184,902,273,757,181,891,277
005166.png,Car,0.5,58,46.628,-11.372,0.196,207,182,233,205,213,180,229,206
004750.png,Car,0.5,56,52.831,-3.169,0.057,487,168,509,190,485,165,513,193
004326.png,Car,0.5,14,11.537,-2.463,0.176,167,185,398,266,253,180,423,271
002832.png,Car,0.5,33,31.219,-1.781,0.054,684,171,755,206,686,167,741,216
006159.png,Car,0.5,17,12.569,-4.431,0.261,189,183,388,244,188,179,356,284
002157.png,Car,0.5,21,27.697,6.697,0.319,672,173,737,234,665,172,728,244
002947.png,Car,0.5,33,41.019,8.019,0.243,387,181,442,216,404,181,457,215
003310.png,Car,0.5,34,37.938,3.938,0.116,414,177,499,210,421,173,481,216
003279.png,Car,0.5,12,9.282,-2.718,0.226,391,180,661,271,494,183,643,272
005189.png,Car,0.5,17,17.350,0.350,0.021,178,145,380,212,237,144,376,215
001593.png,Car,0.5,3,10.438,7.438,2.479,904,203,1241,374,974,199,1178,375
004896.png,Car,0.5,7,11.575,4.575,0.654,0,170,115,325,0,181,103,304
007005.png,Car,0.5,15,10.894,-4.106,0.274,107,174,329,261,118,180,304,274
007350.png,Car,0.5,15,13.918,-1.082,0.072,745,180,866,263,736,184,855,269
003314.png,Car,0.5,44,41.947,-2.053,0.047,113,165,183,198,125,161,182,201
005498.png,Car,0.5,32,30.328,-1.672,0.052,483,179,533,213,471,172,528,219
001346.png,Car,0.5,9,28.903,19.903,2.211,0,198,52,305,0,201,58,258
005773.png,Car,0.5,39,30.363,-8.637,0.221,456,177,526,205,461,175,512,211
004985.png,Car,0.5,26,36.127,10.127,0.390,769,158,882,202,790,155,862,204
002257.png,Car,0.5,15,11.376,-3.624,0.242,203,177,388,256,195,174,359,279
000531.png,Car,0.5,17,13.131,-3.869,0.228,0,192,112,260,11,189,130,275
003984.png,Car,0.5,13,8.973,-4.027,0.310,163,186,385,274,224,178,388,275
003896.png,Car,0.5,53,45.312,-7.688,0.145,424,182,462,202,421,176,448,202
000049.png,Car,0.5,24,28.204,4.204,0.175,435,173,537,218,453,168,518,221
003919.png,Car,0.5,66,57.458,-8.542,0.129,637,177,656,193,636,172,655,193
005495.png,Car,0.5,44,51.479,7.479,0.170,447,170,481,195,448,169,474,196
004091.png,Car,0.5,7,13.007,6.007,0.858,0,201,403,374,90,177,352,355
005008.png,Car,0.5,21,32.490,11.490,0.547,121,184,254,237,151,184,222,236
002798.png,Car,0.5,13,15.818,2.818,0.217,18,193,289,283,46,190,193,287
002947.png,Car,0.5,10,12.207,2.207,0.221,0,191,202,315,5,190,163,288
004369.png,Car,0.5,21,8.728,-12.272,0.584,733,182,880,236,715,186,878,264
001349.png,Car,0.5,59,46.005,-12.995,0.220,459,178,490,198,468,174,494,197
006005.png,Car,0.5,16,13.450,-2.550,0.159,207,175,422,257,231,179,395,252
002973.png,Car,0.5,22,12.286,-9.714,0.442,355,172,488,230,360,165,500,242
003652.png,Car,0.5,36,34.813,-1.187,0.033,699,181,738,213,692,180,740,213
005876.png,Car,0.5,67,58.190,-8.810,0.131,639,167,671,187,647,166,666,191
002385.png,Car,0.5,33,31.898,-1.102,0.033,657,176,704,211,640,174,695,212
001086.png,Car,0.5,17,16.648,-0.352,0.021,444,192,530,263,422,184,542,269
005189.png,Car,0.5,6,17.072,11.072,1.845,0,154,59,323,0,125,45,284
004985.png,Car,0.5,19,26.035,7.035,0.370,863,148,1042,214,895,130,1028,208
005291.png,Car,0.5,24,23.437,-0.563,0.023,208,169,323,227,215,166,291,225
000953.png,Car,0.5,23,15.168,-7.832,0.341,349,182,478,232,349,174,476,250
006782.png,Car,0.5,50,34.512,-15.488,0.310,319,178,387,202,322,162,380,200
004174.png,Car,0.5,29,36.250,7.250,0.250,658,174,711,216,658,168,709,204
001170.png,Car,0.5,64,52.960,-11.040,0.173,639,159,660,176,635,152,657,177
004772.png,Car,0.5,16,23.516,7.516,0.470,700,181,798,254,725,171,791,249
007315.png,Car,0.5,6,8.712,2.712,0.452,0,186,162,374,0,157,174,375
004938.png,Car,0.5,12,8.556,-3.444,0.287,147,182,398,275,218,176,397,277
000623.png,Car,0.5,28,34.107,6.107,0.218,442,184,507,225,460,175,503,220
001780.png,Car,0.5,14,11.291,-2.709,0.194,224,183,440,261,231,179,391,276
007027.png,Car,0.5,20,14.120,-5.880,0.294,794,162,928,222,804,163,922,241
000191.png,Car,0.5,2,4.289,2.289,1.144,0,206,198,375,6,197,162,376
001310.png,Car,0.5,70,67.876,-2.124,0.030,538,176,558,192,538,167,559,191
006520.png,Car,0.5,18,11.995,-6.005,0.334,694,182,845,246,691,190,837,263
007459.png,Car,0.5,39,35.446,-3.554,0.091,624,181,670,210,621,175,673,213
002429.png,Car,0.5,12,7.488,-4.512,0.376,853,174,1139,272,885,168,1124,293
002662.png,Car,0.5,22,23.774,1.774,0.081,385,182,510,235,387,179,454,238
005073.png,Car,0.5,19,10.434,-8.566,0.451,74,184,222,246,93,185,245,273
001848.png,Car,0.5,35,30.975,-4.025,0.115,694,173,737,206,692,164,733,216
004253.png,Car,0.5,18,24.262,6.262,0.348,193,185,386,246,245,171,381,246
003206.png,Car,0.5,36,39.967,3.967,0.110,630,174,670,210,629,174,654,205
005382.png,Car,0.5,16,11.095,-4.905,0.307,317,164,486,249,309,168,456,253
002725.png,Car,0.5,0,5.570,5.570,5.570,0,153,174,373,25,180,136,374
003896.png,Car,0.5,52,43.489,-8.511,0.164,376,185,417,205,384,176,410,205
003126.png,Car,0.5,21,9.492,-11.508,0.548,148,186,289,244,130,184,294,273
005890.png,Car,0.5,14,11.408,-2.592,0.185,793,168,985,251,787,152,948,258
003984.png,Car,0.5,33,38.934,5.934,0.180,644,179,685,216,645,179,674,209
000666.png,Car,0.5,18,10.060,-7.940,0.441,269,172,449,242,311,172,447,249
001848.png,Car,0.5,51,40.628,-10.372,0.203,682,174,706,194,679,163,703,196
005420.png,Car,0.5,44,39.383,-4.617,0.105,567,166,597,192,564,163,592,191
003565.png,Car,0.5,1,5.215,4.215,4.215,0,192,262,374,14,170,208,372
003879.png,Car,0.5,7,20.040,13.040,1.863,1148,156,1241,332,1134,179,1242,301
005155.png,Car,0.5,20,14.328,-5.672,0.284,88,195,227,259,92,193,246,268
006871.png,Car,0.5,22,30.987,8.987,0.409,231,188,349,239,236,181,308,239
004266.png,Car,0.5,62,50.424,-11.576,0.187,554,186,575,206,549,182,575,208
006562.png,Car,0.5,11,10.249,-0.751,0.068,772,174,991,286,852,181,1003,284
005053.png,Car,0.5,19,8.689,-10.311,0.543,43,183,207,248,62,185,222,273
002662.png,Car,0.5,19,10.434,-8.566,0.451,362,185,505,246,345,174,483,251
003535.png,Car,0.5,45,47.611,2.611,0.058,473,176,508,201,470,170,497,200
007005.png,Car,0.5,9,16.188,7.188,0.799,0,189,199,321,40,180,190,295
005687.png,Car,0.5,7,12.887,5.887,0.841,0,165,200,329,15,160,181,346
006764.png,Car,0.5,67,44.710,-22.290,0.333,555,181,576,199,551,173,574,197
000191.png,Car,0.5,17,13.350,-3.650,0.215,233,188,362,253,229,193,370,265
005917.png,Car,0.5,15,9.060,-5.940,0.396,131,177,353,254,112,184,311,274
005461.png,Car,0.5,14,13.392,-0.608,0.043,89,157,314,264,102,167,260,255
003595.png,Car,0.5,43,44.928,1.928,0.045,549,178,594,206,547,179,579,205
007248.png,Car,0.5,23,21.968,-1.032,0.045,275,178,367,223,284,181,352,239
006755.png,Car,0.5,69,47.856,-21.144,0.306,555,181,576,198,552,175,574,197
002115.png,Car,0.5,36,46.478,10.478,0.291,45,202,117,233,51,185,120,237
000243.png,Car,0.5,19,20.707,1.707,0.090,1070,135,1238,198,1096,136,1212,204
001052.png,Car,0.5,37,43.111,6.111,0.165,528,181,567,206,530,180,563,206
004497.png,Car,0.5,20,12.595,-7.405,0.370,205,190,388,242,207,191,358,268
001859.png,Car,0.5,44,47.828,3.828,0.087,539,178,572,203,536,177,561,204
002236.png,Car,0.5,41,40.293,-0.707,0.017,545,179,591,208,547,179,581,205
006334.png,Car,0.5,10,5.986,-4.014,0.401,739,182,940,313,734,173,936,314
006944.png,Car,0.5,54,42.127,-11.873,0.220,408,182,447,204,417,179,448,207
004351.png,Car,0.5,55,48.916,-6.084,0.111,541,179,566,198,538,172,561,198
007248.png,Car,0.5,39,34.745,-4.255,0.109,483,171,559,203,486,168,541,215
001245.png,Car,0.5,50,47.991,-2.009,0.040,368,183,413,207,369,180,402,206
000531.png,Car,0.5,16,22.098,6.098,0.381,1047,174,1241,243,1097,149,1215,243
003147.png,Car,0.5,30,31.683,1.683,0.056,647,171,697,209,634,171,694,201
000243.png,Car,0.5,15,36.393,21.393,1.426,1190,133,1241,204,1169,129,1240,196
007248.png,Car,0.5,17,28.412,11.412,0.671,0,181,86,237,5,183,77,240
007458.png,Car,0.5,14,8.570,-5.430,0.388,165,185,396,271,152,180,332,277
006310.png,Car,0.5,68,59.801,-8.199,0.121,681,161,702,176,684,153,704,176
003442.png,Car,0.5,19,15.381,-3.619,0.190,370,183,463,246,353,167,471,248
002132.png,Car,0.5,32,37.692,5.692,0.178,642,168,683,206,639,169,684,202
002923.png,Car,0.5,69,41.762,-27.238,0.395,553,179,572,196,555,175,572,206
007459.png,Car,0.5,1,7.295,6.295,6.295,940,224,1241,374,963,152,1195,375
002281.png,Car,0.5,5,6.976,1.976,0.395,0,121,131,374,8,136,136,375
002219.png,Car,0.5,25,31.368,6.368,0.255,697,177,760,223,691,176,735,219
007248.png,Car,0.5,17,8.288,-8.712,0.512,319,180,464,246,285,186,461,271
002301.png,Car,0.5,25,22.045,-2.955,0.118,1093,162,1225,205,1099,139,1215,212
003894.png,Car,0.5,45,39.409,-5.591,0.124,483,181,509,206,489,175,513,208
002812.png,Car,0.5,16,13.513,-2.487,0.155,179,182,404,253,204,182,353,281
003071.png,Car,0.5,59,60.438,1.438,0.024,550,161,574,179,549,152,571,180
005498.png,Car,0.5,28,27.236,-0.764,0.027,240,182,323,223,236,184,306,240
003215.png,Car,0.5,40,34.512,-5.488,0.137,528,171,562,198,522,161,563,200
006514.png,Car,0.5,18,21.295,3.295,0.183,970,178,1168,243,1030,166,1157,244
004301.png,Car,0.5,40,41.707,1.707,0.043,652,178,688,209,658,182,690,210
001614.png,Car,0.5,21,12.994,-8.006,0.381,198,196,339,252,202,196,347,271
005381.png,Car,0.5,11,11.091,0.091,0.008,102,183,397,285,164,175,323,285
003065.png,Car,0.5,24,12.918,-11.082,0.462,545,170,673,215,537,161,660,238
006196.png,Car,0.5,62,46.020,-15.980,0.258,404,173,437,193,411,167,440,196
005135.png,Car,0.5,21,28.336,7.336,0.349,676,176,747,231,675,174,720,237
005269.png,Car,0.5,13,16.363,3.363,0.259,213,204,393,296,211,189,348,285
002509.png,Car,0.5,35,40.923,5.923,0.169,472,179,506,207,471,181,499,208
003564.png,Car,0.5,30,25.945,-4.055,0.135,524,186,570,226,527,175,567,237
002168.png,Car,0.5,14,14.578,0.578,0.041,77,166,318,259,114,170,253,253
003758.png,Car,0.5,22,22.906,0.906,0.041,99,173,218,227,96,165,210,254
002434.png,Car,0.5,21,18.771,-2.229,0.106,0,190,153,248,15,195,139,265
007128.png,Car,0.5,49,56.324,7.324,0.149,629,172,658,198,633,174,659,204
005008.png,Car,0.5,9,15.725,6.725,0.747,0,186,164,311,0,178,109,290
004691.png,Car,0.5,43,44.438,1.438,0.033,625,178,661,202,632,176,656,202
002798.png,Car,0.5,5,14.113,9.113,1.823,0,210,89,374,10,192,73,353
006589.png,Car,0.5,10,5.230,-4.770,0.477,0,182,182,295,0,206,159,339
005523.png,Car,0.5,12,9.226,-2.774,0.231,722,176,882,283,749,175,901,286
004772.png,Car,0.5,54,47.294,-6.706,0.124,422,182,478,203,434,181,466,207
003310.png,Car,0.5,17,14.635,-2.365,0.139,202,182,413,249,233,180,381,276
001010.png,Car,0.5,47,44.235,-2.765,0.059,626,174,655,197,631,168,655,195
002683.png,Car,0.5,46,43.246,-2.754,0.060,655,170,711,193,676,168,708,195
004370.png,Car,0.5,47,45.633,-1.367,0.029,566,180,597,206,562,180,595,208
003565.png,Car,0.5,38,35.349,-2.651,0.070,564,176,604,213,553,166,604,206
002662.png,Car,0.5,30,30.663,0.663,0.022,443,183,528,219,454,180,515,220
005802.png,Car,0.5,30,40.946,10.946,0.365,926,153,1028,191,940,141,1008,191
006055.png,Car,0.5,28,31.658,3.658,0.131,974,164,1075,207,985,156,1057,206
000587.png,Car,0.5,64,47.468,-16.532,0.258,555,172,576,192,551,171,577,194
007182.png,Car,0.5,38,34.726,-3.274,0.086,645,169,684,201,640,162,677,199
003382.png,Car,0.5,46,37.846,-8.154,0.177,651,174,681,201,651,173,670,207
000439.png,Car,0.5,25,26.885,1.885,0.075,677,177,731,221,673,169,720,220
003790.png,Car,0.5,64,53.473,-10.527,0.164,617,173,649,193,612,171,641,195
000893.png,Car,0.5,23,14.085,-8.915,0.388,113,192,246,248,109,193,242,271
005981.png,Car,0.5,45,42.672,-2.328,0.052,693,185,727,209,697,182,727,213
006478.png,Car,0.5,4,3.940,-0.060,0.015,0,192,466,373,77,203,399,374
002057.png,Car,0.5,28,34.095,6.095,0.218,455,173,507,217,459,165,513,207
003187.png,Car,0.5,40,41.319,1.319,0.033,494,178,532,205,496,169,531,197
002390.png,Car,0.5,22,11.791,-10.209,0.464,270,191,432,245,259,193,420,265
004401.png,Car,0.5,33,41.685,8.685,0.263,524,189,565,224,538,194,562,224
006597.png,Car,0.5,46,45.497,-0.503,0.011,640,176,670,201,644,172,673,200
002471.png,Car,0.5,37,34.063,-2.937,0.079,592,177,626,208,600,180,626,211
000764.png,Car,0.5,24,31.595,7.595,0.316,952,181,1068,234,975,180,1047,232
005721.png,Car,0.5,39,44.869,5.869,0.150,638,172,682,201,649,169,680,196
001372.png,Car,0.5,70,58.810,-11.190,0.160,628,169,659,188,632,169,655,193
003847.png,Car,0.5,37,41.764,4.764,0.129,519,181,554,211,519,181,550,210
006589.png,Car,0.5,28,27.701,-0.299,0.011,459,173,550,212,475,174,527,219
006944.png,Car,0.5,56,39.639,-16.361,0.292,379,182,417,204,381,172,416,199
004238.png,Car,0.5,19,27.511,8.511,0.448,660,182,745,248,670,179,745,247
007458.png,Car,0.5,6,2.742,-3.258,0.543,0,173,193,374,0,145,178,375
001855.png,Car,0.5,24,33.778,9.778,0.407,185,184,300,232,217,186,288,242
005382.png,Car,0.5,6,5.454,-0.546,0.091,0,185,279,374,45,140,262,375
001010.png,Car,0.5,33,30.943,-2.057,0.062,646,171,690,206,636,168,696,217
005802.png,Car,0.5,37,38.136,1.136,0.031,645,170,679,202,649,173,682,200
004782.png,Car,0.5,14,17.168,3.168,0.226,366,179,540,264,407,176,535,278
006144.png,Car,0.5,14,18.015,4.015,0.287,0,187,138,274,16,155,139,267
002373.png,Car,0.5,41,39.653,-1.347,0.033,572,181,602,207,569,175,594,206
004662.png,Car,0.5,12,16.932,4.932,0.411,296,186,440,282,281,177,410,285
003310.png,Car,0.5,38,36.927,-1.073,0.028,618,175,652,204,610,178,657,210
001767.png,Car,0.5,21,33.003,12.003,0.572,40,187,173,242,36,186,111,241
002947.png,Car,0.5,23,28.810,5.810,0.253,151,185,267,235,184,185,259,242
001206.png,Car,0.5,2,6.809,4.809,2.404,0,186,223,374,4,159,204,375
001555.png,Car,0.5,24,26.828,2.828,0.118,612,173,661,223,627,164,659,221
001206.png,Car,0.5,26,36.957,10.957,0.421,697,176,763,219,691,167,761,223
004351.png,Car,0.5,29,46.285,17.285,0.596,46,181,153,219,68,171,141,225
001138.png,Car,0.5,18,25.769,7.769,0.432,19,185,207,253,6,171,156,262
000540.png,Car,0.5,19,11.177,-7.823,0.412,675,180,765,242,682,170,782,252
003396.png,Car,0.5,25,27.417,2.417,0.097,478,173,540,223,490,177,535,238
000902.png,Car,0.5,57,55.353,-1.647,0.029,516,178,549,198,517,173,542,196
000370.png,Car,0.5,22,15.862,-6.138,0.279,219,174,377,227,237,168,373,237
007315.png,Car,0.5,25,17.087,-7.913,0.317,331,181,472,226,318,174,445,242
004491.png,Car,0.5,36,43.184,7.184,0.200,589,174,628,205,601,175,625,206
006470.png,Car,0.5,16,9.945,-6.055,0.378,0,205,137,274,0,215,155,310
003170.png,Car,0.5,60,41.079,-18.921,0.315,532,176,557,194,536,175,553,203
003546.png,Car,0.5,13,10.325,-2.675,0.206,325,186,449,290,335,186,471,297
001578.png,Car,0.5,9,10.228,1.228,0.136,797,184,1051,332,839,149,1031,369
006334.png,Car,0.5,15,11.261,-3.739,0.249,710,182,814,254,699,186,830,274
002418.png,Car,0.5,40,36.552,-3.448,0.086,639,178,674,207,640,177,687,213
007315.png,Car,0.5,10,10.976,0.976,0.098,904,185,1170,305,943,184,1106,291
002340.png,Car,0.5,12,7.148,-4.852,0.404,2,178,301,275,112,191,311,278
004102.png,Car,0.5,40,45.354,5.354,0.134,583,173,613,200,587,173,609,205
002847.png,Car,0.5,18,21.506,3.506,0.195,201,176,332,247,227,177,335,248
005781.png,Car,0.5,37,30.239,-6.761,0.183,1029,174,1077,204,1030,171,1084,215
004369.png,Car,0.5,11,9.066,-1.934,0.176,76,188,378,296,128,179,296,293
007475.png,Car,0.5,21,11.354,-9.646,0.459,155,196,271,256,130,194,283,284
000297.png,Car,0.5,52,51.102,-0.898,0.017,458,183,488,206,469,179,490,206
002683.png,Car,0.5,38,33.764,-4.236,0.111,311,174,369,203,307,162,363,207
002385.png,Car,0.5,38,51.421,13.421,0.353,487,177,523,206,480,179,518,202
006589.png,Car,0.5,15,20.771,5.771,0.385,127,177,320,255,156,170,275,250
001370.png,Car,0.5,15,11.041,-3.959,0.264,313,168,470,249,299,180,445,269
001757.png,Car,0.5,22,18.920,-3.080,0.140,43,207,191,269,56,207,177,270
001326.png,Car,0.5,40,28.837,-11.163,0.279,930,172,995,199,929,168,989,216
003280.png,Car,0.5,47,45.353,-1.647,0.035,547,183,572,205,553,179,574,209
002683.png,Car,0.5,40,42.445,2.445,0.061,669,170,728,199,690,169,726,195
002683.png,Car,0.5,18,26.109,8.109,0.450,0,180,108,242,22,184,94,241
004997.png,Car,0.5,39,45.046,6.046,0.155,580,181,614,208,582,177,612,207
002865.png,Car,0.5,22,14.288,-7.712,0.351,267,187,405,239,263,190,412,273
